Client_Num,customer_name,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,address,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,contact_number,Customer_Job,Income,Cust_Satisfaction_Score
711600033,Shelley Williams,36,M,4,High School,Single,TX,"USS Taylor, FPO AA 58515",91750,no,no,no,cellular,19162909570,Businessman,165526,2
711605208,Jamie Ortiz,56,F,0,Uneducated,Single,NJ,"385 Black Green Suite 446, Rodriguezhaven, DC 98965",91750,yes,no,no,cellular,18040581104,Businessman,19164,1
711606558,Anna Benjamin,39,M,2,Graduate,Married,NY,"18258 Dean Ville Apt. 912, Valeriehaven, WY 93202",91750,no,no,no,cellular,17789062595,White-collar,74592,1
711607833,Angela Pugh,58,M,3,Unknown,Single,CA,"4995 Mckenzie Prairie, Lake Dustin, LA 04826",91750,no,yes,no,cellular,15358354497,Selfemployeed,82689,2
711608958,Sandra West,62,M,0,Graduate,Married,NJ,"34591 Haynes Extension Apt. 234, Kingland, IN 24962",91750,yes,no,no,unknown,11132289783,Selfemployeed,50015,3
711613308,Danielle Harris,50,F,5,Graduate,Single,CA,"Unit 9235 Box 4713, DPO AA 42468",91750,yes,yes,no,cellular,12531804828,Businessman,29732,3
711614658,Todd Taylor,44,F,2,Graduate,Married,CA,"441 Roy Mountains, Port Jenniferport, SC 55709",91750,no,no,no,cellular,19099888692,White-collar,28825,2
711615933,Melissa Hill,35,F,3,Doctorate,Single,FL,"USCGC Smith, FPO AA 38343",91750,no,no,no,cellular,14820458987,Selfemployeed,5525,1
711619608,Anthony Murray,46,M,0,Uneducated,Single,NY,"65532 Sabrina Course Suite 271, Millerhaven, OK 14801",91750,no,yes,no,cellular,10062428450,Selfemployeed,69632,1
711622683,Veronica Cochran,35,F,1,Graduate,Single,CA,"00765 Hebert Stravenue, Lake Mistyview, MI 23935",91750,no,yes,no,unknown,19299942084,Selfemployeed,14975,2
711625683,John Singh,49,F,3,Graduate,Married,TX,"2920 Mcdaniel Circles Suite 403, Port Matthewbury, WY 85342",91750,yes,no,no,cellular,14190507441,Govt,32454,2
711626658,Kevin Marshall,39,F,2,Uneducated,Married,CA,"772 John Islands Apt. 658, Port Kylehaven, OK 13167",91750,yes,yes,no,telephone,16918511999,Govt,19461,1
711627558,Brenda Smith,59,M,1,Post-Graduate,Married,NJ,"30426 Rodriguez Knolls Apt. 074, North Judith, ND 14227",91750,yes,yes,yes,cellular,14807000476,White-collar,46440,2
711628458,Jonathan Robertson,55,F,0,Graduate,Married,NY,"8405 Nicole Ports Apt. 267, Robersonfurt, OK 63546",91750,no,no,no,cellular,13746577237,Retirees,18119,3
711629733,Luis Miller,47,F,3,Graduate,Married,NJ,"8225 Gomez Ford Apt. 692, Port Emmaborough, NY 51028",91750,no,no,yes,unknown,19356250826,Businessman,35978,2
711631158,Breanna Munoz,45,M,1,Graduate,Single,CA,"USNV Bridges, FPO AE 84673",91750,yes,no,no,cellular,17567386575,Blue-collar,73357,3
711634008,Ryan Craig,58,M,1,Uneducated,Single,CA,"162 Trevor Mountains Apt. 994, West Peterhaven, TX 31906",91750,no,yes,no,cellular,17481765817,Blue-collar,69897,3
711635358,Steven Frazier,43,F,1,Uneducated,Single,NY,"PSC 6289, Box 7595, APO AP 54653",91750,no,yes,no,unknown,15489271903,Blue-collar,23363,3
711636558,Crystal Shelton,51,F,1,Uneducated,Married,NY,"9130 Emily Street, Rachelhaven, NM 27466",91750,yes,yes,no,unknown,18953208753,Selfemployeed,14975,1
711637458,Angelica Mcgee,57,F,2,Unknown,Married,NJ,"713 Horn Oval, Rickfort, TX 37125",91750,no,no,no,cellular,16822288248,White-collar,29146,1
711638658,Kyle Nelson,43,F,3,Uneducated,Married,NY,"864 Berry Ridges, Port Ryan, CA 04217",91750,no,no,yes,unknown,16580237723,White-collar,33253,2
711639708,Anthony Walker,42,F,2,Graduate,Single,TX,"908 Caleb Rue Suite 693, Mccallmouth, DC 54651",91750,no,yes,no,cellular,11493043234,Govt,15960,2
711642108,Jennifer Henry,44,F,3,High School,Married,NY,"120 Holmes Fords Apt. 318, West Lisa, FL 39690",91750,yes,no,no,cellular,11169465078,White-collar,29966,3
711643458,Michelle Houston,58,F,3,Unknown,Married,NV,"PSC 9625, Box 0454, APO AE 08075",91750,no,no,no,cellular,16195403044,Selfemployeed,14111,2
711644508,Valerie Jacobson,56,F,2,Graduate,Single,CA,"1640 Steven Brook, Port Mistymouth, FL 56526",91750,no,no,no,unknown,10997213510,Selfemployeed,25028,1
711646908,Bryce Freeman,52,F,1,Graduate,Single,NY,"566 Joseph Port Apt. 189, Millerville, ID 61803",91750,no,yes,no,unknown,13292108981,Selfemployeed,20102,1
711647808,Arthur Morrison,42,M,3,Unknown,Married,NY,"16044 Oneal Freeway, Wardland, MD 01166",91750,no,yes,no,cellular,13354688490,Selfemployeed,61221,2
711648708,Dr. Lori Jones DVM,46,F,1,Graduate,Single,NY,"8200 Anthony Rapids, Thomasborough, CO 14611",91750,no,no,no,cellular,18603677494,Govt,49987,3
711649908,Gina Mcdaniel,65,M,1,High School,Married,UT,"14585 Cameron Oval, Reyeshaven, NE 04433",91750,yes,no,no,cellular,15804746831,White-collar,53653,3
711654558,Dan Jacobs,47,M,3,High School,Married,IA,"74697 Graham Greens Apt. 778, South John, TN 75692",91750,no,no,yes,cellular,17304533991,Retirees,47895,3
711655683,Dan Johnson,46,F,4,Uneducated,Married,NJ,"508 Christopher Forge, Lake Scottside, PA 77693",91750,no,yes,yes,cellular,14570166353,Govt,34126,1
711657783,Ms. Erin Mullen,45,M,2,Unknown,Single,FL,"111 Brown Place, North Taylormouth, CT 14949",91750,yes,no,no,cellular,16866045403,Blue-collar,71115,3
711658758,Heather Turner,39,M,3,High School,Single,TX,"5645 Torres Station, North Jessicabury, SD 03965",91750,no,no,no,cellular,13292344700,Blue-collar,102628,2
711659958,Craig King,58,F,0,Unknown,Married,NY,"PSC 6848, Box 2898, APO AA 09068",91750,yes,yes,no,cellular,18045358675,Selfemployeed,14975,1
711663858,Mrs. Connie Hopkins,44,F,2,High School,Married,TX,"85199 Brandon Passage Apt. 893, East Calvinland, PA 00973",91750,no,no,yes,cellular,11436593079,Businessman,224581,1
711666708,Dwayne Atkinson,42,F,4,Graduate,Single,FL,"1405 Carlson Road Suite 939, Anthonyview, CO 71465",91750,no,yes,no,cellular,11865793456,White-collar,33346,2
711668283,Mrs. Sherry Walters,49,F,3,Graduate,Unknown,FL,"458 Erica Gateway, Jamesstad, OK 89319",91750,yes,no,no,cellular,10048757164,Selfemployeed,14975,1
711669258,George Rogers,53,F,3,Graduate,Married,CA,"48074 Williams Extension Suite 176, Allisonburgh, DC 53372",91750,no,no,no,telephone,14725053172,White-collar,26386,2
711670308,Mark Edwards,37,F,2,Graduate,Married,TX,"980 Lyons Run, Kevinfurt, MA 91048",91750,no,yes,no,telephone,16335678942,Govt,35444,2
711671058,Christina Roberts,35,F,3,Graduate,Married,TX,"8136 Johnathan Lights Apt. 542, Taylorbury, OH 06995",91750,yes,yes,yes,cellular,16029882909,Selfemployeed,22915,2
711673983,Anthony Rice,41,M,3,Unknown,Married,NY,"77992 Robinson Lodge Suite 397, Tinaside, CT 65741",91750,no,yes,no,cellular,15328782940,Selfemployeed,67714,1
711675108,Martin Cisneros,50,M,2,Unknown,Married,NY,"Unit 5256 Box 5772, DPO AE 23784",91750,yes,yes,no,cellular,13935166431,Selfemployeed,46116,2
711676008,John Rivera,56,F,2,High School,Married,FL,"610 Willie Mews Suite 299, South Michaelmouth, UT 05296",91750,yes,yes,no,cellular,13836898650,Retirees,39289,3
711676908,Mary Wright,40,F,4,High School,Single,TX,"0215 Michael Loop, Lake Victorshire, MS 37148",91750,yes,yes,no,unknown,13821507194,White-collar,17427,3
711679533,Robert Lopez,36,F,2,Post-Graduate,Single,CA,"0809 Juan Freeway, Paulside, MT 14586",91750,yes,no,no,unknown,18322613047,White-collar,30511,1
711683358,Brenda Gross,47,F,3,Post-Graduate,Married,FL,"PSC 2046, Box 2455, APO AP 44491",91750,no,no,no,cellular,17552981295,Retirees,22156,3
711684408,Shelby Williams,57,M,0,Graduate,Married,CA,"982 Henry Skyway Suite 594, Marvinfort, ID 98923",91750,no,no,no,cellular,14632828807,Businessman,114918,1
711685758,Melanie Hernandez,51,M,1,Graduate,Married,CA,"24378 Anderson Plaza, Lake Joseph, KS 31431",91750,yes,yes,no,cellular,13255194279,Businessman,78448,2
711686658,Michael Campos,53,M,0,Graduate,Married,NY,"033 Mark Curve Apt. 659, South Christinefurt, WA 65556",91750,yes,yes,no,unknown,18911595174,Businessman,235376,1
711688158,John Anderson,53,F,4,Graduate,Married,TX,"4204 Lance Viaduct Apt. 684, East Mary, WV 65034",91750,no,yes,yes,unknown,11752287666,Selfemployeed,14975,1
711688983,Anita Nelson,57,F,0,Graduate,Married,CA,"PSC 2877, Box 2432, APO AA 99310",91750,yes,no,no,cellular,10560971480,Govt,34487,1
711691608,Paul Jackson,45,F,3,Uneducated,Unknown,FL,"4727 James Drive, East Nataliestad, NV 56761",91750,no,no,no,cellular,19375373668,Selfemployeed,27787,1
711692508,Sean Kerr,48,F,1,Unknown,Married,TX,"58303 Calvin Views Suite 916, Ronaldtown, NH 01298",91750,yes,yes,no,cellular,13495149176,Selfemployeed,7865,2
711694083,Rodney Sandoval,47,M,2,Uneducated,Single,TX,"98306 Roberson Trafficway, New Michael, RI 80933",91750,yes,no,no,telephone,15723422599,Govt,75462,2
711697158,Michelle Hernandez,44,F,3,Graduate,Single,TX,"47770 Wallace Shoals, Lake Jeffreyville, MT 10214",91750,no,yes,no,unknown,14967688084,Selfemployeed,14975,3
711699183,Jamie Carr,41,F,4,Uneducated,Single,NJ,"9908 Alexa Walk, Garretttown, GA 40159",91750,no,no,no,unknown,14685649782,Blue-collar,41072,1
711700158,Walter Bates,51,F,3,Graduate,Married,TX,"9074 Campbell Glen, Walkerton, NH 04564",91750,yes,yes,no,cellular,17133461938,White-collar,59744,1
711701058,Mary Duran,51,M,0,Unknown,Married,TX,"USS Moody, FPO AE 50033",91750,yes,no,no,telephone,18643526779,Retirees,84053,1
711701958,Sherry Grant,45,M,3,Graduate,Married,TX,"890 Randall Avenue, Saundersborough, OK 72708",91750,yes,yes,no,cellular,10963552900,White-collar,52603,1
711706458,Isabel Park,51,M,2,Post-Graduate,Married,NV,"3079 Justin Field, Michaelton, IN 29897",91750,no,yes,no,unknown,17103621836,White-collar,128625,3
711708408,Jeffrey Lloyd PhD,44,F,1,High School,Married,TX,"6981 Williams Stravenue Suite 445, Scottton, MD 23515",91750,no,no,no,cellular,14037753741,Govt,46410,2
711709683,Lisa Hicks,31,F,2,Uneducated,Married,NJ,"313 Dickerson Via Suite 339, South Jeffrey, GA 33314",91750,yes,no,no,unknown,15351910024,Govt,19945,3
711711483,Edwin Durham DVM,31,F,0,Graduate,Married,CA,"39752 Anna Spring, Bauerview, KS 93816",91750,yes,no,no,telephone,13866339441,Blue-collar,13997,1
711712983,Shelia Miller,41,M,2,Graduate,Single,NY,"9979 Kurt Burgs, Costaside, NM 73565",91750,no,no,no,cellular,11565108914,Businessman,65636,2
711716133,Kathy Pope,43,F,4,Graduate,Single,NY,"88914 Hudson Inlet, Royburgh, KY 66652",91750,yes,yes,no,cellular,14085348754,White-collar,26165,1
711717258,Travis Simon,48,M,3,High School,Single,CA,"0989 Galloway Parkways Suite 118, Cantuburgh, NY 97513",91750,no,no,no,cellular,10451067167,Retirees,97901,3
711720408,Victoria Walker,53,M,2,High School,Married,NY,"24236 Traci Pine, North Kimberly, DC 81823",91750,no,no,no,cellular,14088960635,Businessman,206552,1
711721458,Sean Higgins,30,F,0,Graduate,Married,NY,"14857 Christopher Plaza Apt. 554, Lake Bryanside, ND 86200",91750,yes,yes,no,cellular,19524637411,Selfemployeed,25759,3
711722808,Zachary Lee,49,F,2,Graduate,Married,CA,"7661 Watson Road Apt. 412, Lake Pedroport, NC 52908",91750,yes,no,no,cellular,13436101859,Govt,29042,2
711724083,Tracey Robles,49,F,3,Unknown,Married,NY,"52487 James Dam Apt. 044, Duanehaven, NC 00903",91750,no,no,no,unknown,19518389259,Retirees,18165,1
711727083,Steven Miller,43,F,3,Graduate,Unknown,NY,"5891 Mclean Shoals Suite 885, South Danielstad, NM 77163",91750,no,no,no,telephone,18550440619,Businessman,165190,2
711728208,John Padilla,39,F,2,Unknown,Unknown,TX,"68639 Pugh Square, Whitneyborough, WA 20779",91750,no,no,no,cellular,18236434071,Selfemployeed,51611,3
711733308,Bruce Williams,37,M,2,Uneducated,Married,FL,"8014 Fred Avenue, West Matthew, KY 22233",91750,yes,no,no,cellular,15439879544,Selfemployeed,86281,1
711734508,Karen Guzman,46,F,2,Graduate,Married,NY,"84024 Lisa Fort, Powelltown, IN 23318",91750,no,yes,yes,unknown,16130410447,Selfemployeed,14975,3
711736083,Jessica Mcconnell PhD,40,M,3,High School,Married,CA,"161 William Extension, South Heather, RI 20897",91750,no,no,no,cellular,10213954792,Retirees,83402,2
711738333,Bradley Parker,55,F,2,Uneducated,Married,CA,"59119 Melissa Fall Suite 955, Reedchester, AL 46093",91750,no,yes,yes,cellular,15279745327,White-collar,26183,2
711740508,Wayne Johnson,45,M,2,Graduate,Married,NY,"3331 Betty Squares Suite 111, Nataliehaven, OK 26847",91750,no,no,no,cellular,15623653241,Blue-collar,71035,2
711741708,Susan Clarke,43,F,3,Graduate,Married,FL,"60978 Freeman Coves Suite 933, Jacquelinestad, UT 16268",91750,yes,no,no,cellular,17498408483,Blue-collar,25129,2
711742758,Anna Santos,31,M,0,Graduate,Married,TX,"245 Garrison Branch, Michaelside, IN 01591",91750,no,yes,no,cellular,11749895162,White-collar,96744,3
711743883,Jennifer Wood,65,M,1,Uneducated,Single,NY,"6056 Joshua Isle Apt. 335, Lake Nicholasbury, CT 37576",91750,no,no,no,cellular,16319676845,Blue-collar,10533,2
711745233,George Bell,55,M,1,Post-Graduate,Married,NJ,"2135 George Walks, Port Eddietown, KY 07542",91750,no,no,no,telephone,16217050596,White-collar,118760,2
711746133,Diane Moran,32,M,3,Graduate,Unknown,UT,"680 Anthony Terrace, West Patrick, NY 02677",91750,no,no,no,cellular,14083593876,Businessman,118367,3
711748983,Christopher Bell,53,F,3,Uneducated,Married,TX,"220 Gary Parks, New Davidhaven, AL 70613",91750,yes,yes,no,cellular,18373830711,Blue-collar,18991,3
711750183,Susan Johnson,63,M,0,Doctorate,Single,NY,"33601 Kyle Way, Townsendburgh, LA 80337",91750,no,no,no,cellular,14956723275,Selfemployeed,39690,2
711751533,Jack Rios,40,M,2,Uneducated,Married,NY,"065 Mark Locks Apt. 328, Gutierrezland, DE 88191",91750,no,no,no,telephone,12479191857,Selfemployeed,78214,3
711757383,Kelly Gillespie,45,M,1,Graduate,Married,MN,"650 Ashley Club Suite 944, North Steventown, RI 04544",91750,yes,no,no,cellular,17575417697,Businessman,18230,2
711762408,Justin Jordan,57,M,2,Uneducated,Single,CA,"9584 Kayla Centers Suite 487, South Laurastad, SD 41106",91750,no,yes,no,telephone,12391788984,Businessman,47861,2
711764733,Tami Lowe,40,M,3,Uneducated,Married,TX,"249 James Mills, Teresabury, OH 65283",91750,no,no,yes,cellular,10823840654,White-collar,107674,2
711765708,Sandra Myers,40,M,4,High School,Unknown,CA,"075 Larry Fields, New Gary, WV 27804",91750,no,yes,no,cellular,12422639520,Selfemployeed,44136,2
711766758,Emily Hicks,40,M,1,High School,Single,IA,"902 David Spring Suite 774, Smithfurt, KS 35521",91750,yes,no,no,cellular,12320650431,Selfemployeed,59353,1
711768858,Cristina Beard,45,F,4,Graduate,Married,CA,"1799 Dawn Place Apt. 791, South Matthewport, OH 73390",91750,no,yes,no,cellular,16439632820,Selfemployeed,12933,3
711772008,Christina Mckinney,65,M,0,Doctorate,Single,NY,"0356 Scott Meadow, Lake Samanthabury, VA 05578",91750,yes,no,no,cellular,16685289355,Selfemployeed,14975,1
711772983,Bobby Clark,39,M,1,Uneducated,Single,NJ,"0308 Brown Union, Michaelchester, VT 45881",91750,yes,no,yes,cellular,12191730572,Selfemployeed,73835,2
711775383,Jeffrey Bell,48,F,3,Graduate,Single,TX,"49971 Bush Park, Hilltown, HI 71199",91750,yes,no,no,cellular,10822651544,White-collar,48973,3
711776433,Elizabeth Warren,49,F,3,Uneducated,Married,NY,"4078 Michele Stream Apt. 393, Lake Zacharyshire, NE 28177",91750,no,yes,no,unknown,17312143094,Businessman,30076,3
711777633,Logan Martin,64,F,0,Graduate,Single,NY,"1713 Cain Drives Apt. 210, Willisville, PA 35946",91750,no,no,no,cellular,12927006384,Govt,52557,2
711780108,Jeremy Hernandez,57,M,2,Uneducated,Single,CA,"8353 Sergio Points Suite 635, South Michaelview, IL 98726",91750,no,no,no,cellular,14423898243,Businessman,78491,2
711781233,Julia Riley DDS,38,M,1,Graduate,Single,CA,"986 Jeffery Villages, North Don, AL 02621",91750,no,yes,no,telephone,15547318075,White-collar,96198,3
711782733,Deanna Simmons,40,F,3,High School,Single,CA,"07491 Daniel Place Apt. 027, Sheriside, ME 54085",91750,no,no,no,telephone,11419803900,Selfemployeed,13119,2
711783483,Tammy Martinez,56,F,3,Graduate,Single,TX,"31635 Davis Lake Apt. 343, South Zacharyborough, NV 85111",91750,no,no,no,cellular,10280279889,Selfemployeed,38851,2
711784908,Heather Watts,48,F,3,Graduate,Single,NY,"Unit 2786 Box 1969, DPO AE 39092",91750,no,yes,no,cellular,19016176693,Retirees,45162,2
711786108,Shirley Anderson,54,F,5,High School,Married,CA,"626 Hill Estate, North Stacey, ME 37772",91750,yes,no,no,unknown,18367732125,Selfemployeed,8250,3
711787383,David Burton,48,M,2,Uneducated,Single,NY,"3437 Moore Center Apt. 084, Timothyland, SC 77858",91750,no,yes,no,telephone,18211680042,Selfemployeed,42092,3
711788583,Jack Alexander,53,F,3,Graduate,Single,NJ,"Unit 7051 Box 1712, DPO AA 70170",91750,no,yes,no,cellular,11300626424,Businessman,199188,3
711790308,Robert Lawrence,46,F,3,Graduate,Married,CA,"22960 Phillips Canyon, Calebhaven, MA 74600",91750,no,no,yes,unknown,15945982258,Retirees,29438,2
711791583,Kimberly Davis,54,F,2,High School,Single,NY,"51128 Coleman Squares Suite 546, Josephland, VT 46697",91750,no,yes,no,cellular,13154320249,Selfemployeed,2565,3
711792783,Chad Oliver,50,M,1,Unknown,Single,TX,"90662 Mary Street, New Adrianbury, NM 59627",91750,yes,yes,no,cellular,13297077911,Govt,64532,1
711794358,John Washington,48,F,3,Graduate,Married,CA,"4798 Thompson Meadows, Pricemouth, DC 34594",91750,yes,yes,yes,cellular,10353684571,Blue-collar,34850,1
711795633,Jennifer Torres,46,M,2,High School,Single,TX,"832 Martin Pines Suite 023, West Karen, OK 87992",91750,yes,yes,yes,cellular,15682129319,Retirees,42339,2
711796683,Janice Woods,41,F,2,High School,Married,NJ,"Unit 8498 Box 4333, DPO AE 57505",91750,yes,no,no,cellular,18094803213,White-collar,57166,3
711799458,Mikayla Steele,42,M,1,Post-Graduate,Single,TX,"5676 Brenda Villages, Ericaburgh, MD 88661",91750,no,no,no,cellular,15403484438,White-collar,68048,3
711800658,Nathan Hahn,49,F,4,Graduate,Married,CA,"763 Hill Wall Apt. 842, Sarahland, CO 21315",91750,yes,yes,no,telephone,18937564227,White-collar,28017,1
711801933,Jerry Steele,43,F,4,Uneducated,Married,TX,"011 Martin Highway, Lindsayburgh, CT 21654",91750,no,no,no,unknown,17875332033,Blue-collar,21439,2
711802758,Lonnie Lindsey,46,F,1,Graduate,Unknown,TX,"607 Macias Summit, North Jenniferside, AZ 96429",91750,yes,yes,no,cellular,19717766228,Selfemployeed,14975,3
711807333,Valerie Banks,55,F,3,Graduate,Married,TX,"17587 Lisa Burg, East Kyle, KY 40992",91750,no,no,no,cellular,13696701261,White-collar,45867,3
711808383,David Porter,49,M,2,Post-Graduate,Married,IA,"926 Tina Loaf, Glennhaven, ND 05914",91750,no,yes,yes,cellular,15854667981,White-collar,64390,1
711809283,Lori Duarte,45,F,3,Unknown,Single,TX,"USCGC Carr, FPO AP 88034",91750,yes,no,no,cellular,14759021284,Businessman,23841,1
711813258,Mark Brock,47,M,2,Graduate,Single,MI,"1515 Hopkins Plains, Gonzalezland, TN 93897",91750,yes,no,no,unknown,17328765692,White-collar,135505,1
711814608,James Garcia,36,F,2,High School,Married,TX,"0713 Scott Garden, New Bonnie, MO 18385",91750,no,yes,yes,cellular,14628024156,Businessman,212644,1
711816108,James Villanueva,45,F,3,Unknown,Married,CA,"4223 Brian Shores Apt. 668, Stevenfurt, MS 21729",91750,yes,no,no,unknown,16787097337,Blue-collar,26521,2
711817158,Kenneth Rodriguez,46,F,3,Graduate,Married,CA,"982 Williams Ramp Apt. 554, New Gregoryton, HI 66074",91750,no,no,no,cellular,14561424234,Selfemployeed,28815,2
711819708,Deborah Watkins,56,F,2,Unknown,Married,TX,"621 Kelly Path Apt. 485, Meganmouth, MA 27247",91750,no,yes,yes,cellular,18422065621,Businessman,24671,3
711822933,Alyssa Rodriguez,53,M,3,Doctorate,Single,NJ,"2705 Glass Stravenue Apt. 229, East Saraview, FL 39263",91750,no,no,no,unknown,13088871540,Businessman,154296,1
711824358,Anthony Smith,39,M,5,Graduate,Single,FL,"31919 Nathan Flat, Moraberg, MS 75346",91750,no,no,no,cellular,16874543140,Selfemployeed,66806,1
711825558,Jennifer Smith,34,F,1,Graduate,Married,NY,"476 Johnson Islands, Erinhaven, LA 93386",91750,no,no,no,cellular,12996676713,White-collar,39175,2
711826983,Joseph Vega,52,F,2,High School,Married,TX,"7134 David Walks, South Calebmouth, FL 77807",91750,no,no,no,unknown,17164661912,Govt,35656,1
711827958,John Wilson,41,F,3,Graduate,Married,CA,"0156 Bryan Place, East Penny, VA 52941",91750,no,no,no,cellular,19250055087,Selfemployeed,5525,3
711830433,Peter Steele,52,M,4,Graduate,Married,TX,"12554 Ann Corner, South Matthewstad, MD 42174",91750,no,yes,no,cellular,17642744091,Businessman,106074,3
711831558,Marc Mercer,48,F,3,Graduate,Married,CA,"72325 Arellano Square, Meyersbury, IL 66265",91750,yes,yes,no,cellular,15767020434,Govt,35706,3
711832533,Christopher Horton,47,F,4,Uneducated,Single,CA,"8944 Devon Extension, Lake Aaron, UT 21846",91750,yes,no,no,cellular,19443151839,White-collar,41437,3
711833508,Laurie Valdez,40,M,2,Unknown,Single,TX,"458 Tyler Oval Suite 614, Kellyland, AR 13379",91750,no,no,no,cellular,14550209549,Selfemployeed,72414,1
711834708,Andrew Johnson,46,F,2,Unknown,Unknown,NY,"91749 Bradford Lodge, Milesstad, GA 24975",91750,no,no,no,unknown,15684506887,Businessman,230558,1
711835758,Raymond Wood,46,F,3,High School,Married,NY,"769 Catherine Union, New Helen, AR 27385",91750,yes,no,no,unknown,16163406960,Businessman,15080,3
711836733,Christopher White,41,F,2,Graduate,Single,NY,"1247 Cohen Station Suite 328, Jillville, NH 08923",91750,no,yes,no,unknown,17371135539,Retirees,17299,3
711838008,Robert Martin,55,M,2,Graduate,Single,FL,"188 Shaw Shore Apt. 319, Allenton, PA 54712",91750,yes,no,no,telephone,11527278175,White-collar,118490,1
711840408,Tara Burns,49,F,1,Uneducated,Unknown,FL,"246 Mcdowell Fords, Douglasside, KY 90840",91750,yes,no,no,cellular,18251482454,Govt,12720,1
711842508,Tammy Conner,51,M,3,Uneducated,Married,NY,"705 David Mount Apt. 956, Abigailview, AK 20627",91750,no,yes,no,cellular,16673201885,Blue-collar,108104,3
711843708,Russell Nielsen,45,F,1,Unknown,Single,TX,"840 Keller Valleys, North Staceytown, MO 32681",91750,no,yes,yes,unknown,15803947676,Govt,33075,1
711844758,Francisco Gibbs,59,F,0,Doctorate,Married,CA,"50151 John Meadows, West Tracy, CA 14839",91750,yes,no,no,cellular,19593404809,Selfemployeed,13064,1
711846183,Kenneth Davis,44,F,2,Unknown,Single,FL,"4372 Nguyen Isle, Port Gabriela, VT 84218",91750,no,no,no,cellular,17280314758,Blue-collar,24559,2
711847833,Kimberly James,47,M,3,High School,Married,TX,"1955 Nguyen Run, Evanmouth, MO 06616",91750,yes,yes,no,telephone,12286595975,White-collar,79994,2
711848658,Brandon Robinson,41,F,2,High School,Married,TX,"99594 Mathis Plaza, Olsenville, SC 44081",91750,no,yes,no,unknown,14818413108,White-collar,15777,3
711850533,Jenna Hutchinson,45,F,2,Doctorate,Single,TX,"PSC 5828, Box 7062, APO AE 93233",91750,no,yes,no,cellular,15372086314,White-collar,56032,3
711851583,Ms. Gina Walker,35,M,4,Graduate,Single,NY,"61981 John Forks Suite 602, Jamiechester, RI 50078",91750,no,no,no,cellular,19328264561,Blue-collar,78548,3
711852783,Denise Reed,37,F,3,High School,Married,FL,"27887 Katherine Manors Apt. 346, Patrickberg, TN 53970",91750,no,no,no,telephone,15852524897,Businessman,37487,3
711854808,Andrew Crane,49,M,4,Graduate,Married,NY,"43759 Lawson Underpass, West Bobbytown, MN 11913",91750,no,no,no,cellular,15303487112,Businessman,76033,2
711856683,Casey Kelly,46,M,3,Doctorate,Married,NY,"98004 Brown Prairie, Port Kevin, NJ 74555",91750,yes,yes,no,cellular,11307609909,Blue-collar,103032,3
711857733,Carmen Wilson,35,F,3,Uneducated,Married,FL,"8045 Cathy Rapids Apt. 527, Lake Carol, DE 16650",91750,no,no,no,cellular,16168631127,Blue-collar,12010,1
711861258,Samantha Vasquez,34,M,1,Graduate,Unknown,NY,"495 Hall Landing, Romeroland, DC 96980",91750,yes,yes,no,cellular,10694550545,Blue-collar,48654,3
711862533,Joel Liu,59,F,0,Graduate,Married,TX,"654 Cody Road Apt. 842, Lake Christopherhaven, MA 03886",91750,yes,yes,no,cellular,10308988300,Businessman,28605,1
711863433,Michael Johnson,42,F,5,Uneducated,Unknown,AZ,"8990 Turner Glens Suite 529, Robertstad, WI 81536",86503,no,yes,no,unknown,13613120588,Businessman,221163,3
711864783,Valerie Flowers,52,F,4,High School,Single,NJ,"3966 Daniels Fort Suite 757, North Apriltown, NY 14465",91750,yes,no,no,cellular,11214707445,Selfemployeed,9535,2
711866358,Denise Graves,54,M,4,Graduate,Married,NY,"891 Diaz Passage Apt. 742, Amandaborough, DE 40454",91750,no,no,no,cellular,13217884527,Blue-collar,62024,1
711870333,Michael Mcpherson,41,F,3,High School,Unknown,NY,"15032 Rivers Fall, North Victoriaville, AK 36641",91750,no,no,no,cellular,16267915533,Selfemployeed,14975,1
711871758,John Salinas,57,F,4,High School,Married,NJ,"883 Medina Fall Apt. 593, Nicholaston, KS 34779",91750,no,no,no,telephone,18241143180,Retirees,28391,2
711873033,Elizabeth Jones,41,F,3,Doctorate,Married,CA,"95939 James Crossroad Suite 165, Nicoleberg, MN 09527",91750,yes,no,no,unknown,16311564353,Blue-collar,29532,3
711873858,Emily Rodriguez,56,M,1,Uneducated,Unknown,NY,"6384 Ortega Streets Suite 649, South Staceyberg, RI 33003",91750,no,yes,no,cellular,16062608863,Blue-collar,73477,1
711874833,Tracey Cordova,50,M,2,Graduate,Married,TX,"56119 Bradley Stravenue, North Christopherchester, WV 64850",91750,yes,no,no,unknown,15143522040,Retirees,99890,1
711876333,Jeffrey Hayes,44,F,3,Uneducated,Single,CA,"891 Diaz Cape Apt. 578, South Johnfurt, OR 51344",91750,no,no,no,cellular,18913914798,Selfemployeed,11714,1
711877458,Keith Sexton,43,M,4,Unknown,Married,TX,"12598 Taylor Light, Douglaschester, AK 41851",91750,yes,yes,no,cellular,18551815354,Selfemployeed,49563,3
711878733,Amanda Sanchez,55,F,2,Graduate,Married,TX,"PSC 9698, Box 0196, APO AE 77906",91750,no,no,no,unknown,19666918212,Selfemployeed,14975,2
